node,1079387396,1737223506,8513026827
26059311,2542.932898021365,4595.546499909169,8461.89100186122
26059312,2876.5691740802445,4668.293058752013,8748.606355687547
26059315,3112.2857515075684,4786.599118541672,8911.06259133516
26059321,3278.7743998054148,4765.657907106302,9113.111144399369
26059325,3451.720839221881,4864.3086527152,9234.82044464543
26059326,3622.494383110581,4904.4056014698435,9403.445354111942
26059332,3873.2700930582946,5033.894968568642,9605.471660112307
26059337,3707.6065174460205,4723.656541805886,9633.444626639737
26059340,3653.530361374236,4569.106225851694,9675.333571930763
26059341,3662.3619160908347,4507.892109157014,9724.878276035679
26059342,3644.186721455356,4465.531058593009,9731.201834710533
26059343,3618.9345432323516,4432.183954501582,9723.756274655309
26059344,3619.357290873907,4416.732147196497,9733.808009749202
26059347,3647.5639875455863,4387.282851737016,9783.307936260537
26059348,3623.9342893120347,4333.248746784402,9789.556338020851
26059349,3715.635914057161,4312.07550817313,9903.853998763896
26059353,3690.224996634774,4216.17751676702,9930.417077612297
26059354,3670.3145572406656,4151.458975257012,9944.352999238083
26059355,3674.6247237428365,4130.1040505821375,9960.669534586375
26059357,3753.427388687647,4125.900439481896,10049.290398517585
26059358,3642.0028143018894,4058.1814447945344,9963.569657594542
26059359,3632.884304411239,4069.9898625453548,9947.458985073843
26059361,3461.0069725041353,3839.9442813949076,9881.956902776592
26059362,3443.0979343889426,3773.222424402658,9895.535440980868
26059363,3412.761240546581,3702.0755448214277,9897.537130507222
26059364,3311.025127327999,3485.034337323913,9889.785609636348
26059367,3638.944221893132,3439.8330037946503,10242.664541561087
26059368,3432.104292685127,2945.54554937043,10203.65830907693
26059369,3255.095585615023,2707.907132904329,10097.003155453482
26059375,3246.3796563579767,2487.5599926357045,10140.397332184126
26059376,3214.766307657493,2471.0524213815365,10113.60260970942
26059491,2662.835815647026,1625.9197589099065,9622.570366974798
26069746,1600.0757184696172,4925.413134111107,6270.562829607727
26069751,1073.645919924309,5074.97670165643,6061.4522004324235
26069761,1616.0085179448813,5408.961689375481,5727.72156273014
26069766,1800.879415397072,5491.150986659352,5668.900340321324
26069767,1881.0794416402719,5479.979487889184,5704.157030668939
26069768,1877.0079173121658,5459.791500822457,5727.29500888265
26069769,1916.7136460267689,5498.07095744892,5693.359116305176
26069770,1837.191259772127,5270.204833572973,5942.3793829184215
26069793,3984.2308831021355,1608.0640668776866,10375.304075172684
26069794,4111.306320183569,1502.2300031793602,10538.385342461559
26069795,4153.901473753001,1476.5186813442476,10589.554673662868
26069796,4196.612374987215,1454.9563859079944,10639.530389530913
26069797,4238.825463137775,1379.2056851429616,10710.962568095249
26069798,4253.206456752006,1365.7163373484902,10730.395283532182
26069800,4112.755971023124,1091.3842760184432,10697.28198380745
26069801,4081.7511598640913,1007.3996350474225,10697.640790840513
26069808,4174.113300258152,357.0948705750572,10974.666179061625
26069809,4199.966720398696,268.7088113871363,11020.03811130873
26069810,4222.4051429144965,145.41211790197318,11068.86235387011
26069821,4221.332055899778,750.1062108370173,11199.697038881657
26069822,4207.152657363163,871.247080500428,11194.586293162261
26069823,4203.827235041128,962.2379731181601,11196.589512745115
26069824,4214.199135997824,1036.2540732157736,11210.332027043894
26069825,4220.32198643862,1063.5506587087034,11217.486324448018
26069826,4234.444154531739,1108.9444700647293,11233.071300885491
26069837,4558.130629197771,928.7997980506215,11542.910114348138
26069842,4718.402180018429,1088.4087318359873,11708.626545956353
26069843,4750.919332829444,1122.9900499803452,11742.172334604713
26069847,4812.272904193307,1225.7406428347053,11807.253116037973
26069848,4851.296220087502,1238.7581943466168,11845.78101626981
26069849,4938.049520713451,1272.5670121893072,11931.43447306211
26069860,4315.286618563551,678.3248056921648,11285.98469606705
26069864,3836.577131659667,733.2595558056711,10806.327939945864
26069872,3213.645684643478,1151.3948079820357,10181.317240860513
26069885,2225.2287178322995,2044.1193270098881,9184.245309143267
26069890,2226.1037726599657,2030.4920959163273,9167.18349994314
26069904,2226.217940295919,2026.3275540521263,9149.583956881374
26069905,2225.777397278195,2028.2036808295222,9159.130478289615
26069907,2225.14086211008,2036.774589193576,9175.61441060828
26069924,1543.1262117394103,2741.5512403245316,8531.25699769667
26069928,1401.5350733404614,2888.429896731985,8394.828838812124
26069936,770.5121807724325,3578.028546898238,7764.540060537172
26069943,538.693686082087,3953.173620402761,7447.355030849537
26069944,485.4775313741331,4034.520264084383,7366.4692202183405
26069962,738.0584803597383,4979.768576717907,6270.067673530663
26069969,929.0874443433917,5172.641081399948,6085.787935195873
26069971,1004.2291331053443,5227.412730470178,5998.460496335223
26069976,1006.4157123698554,5146.756110210664,6023.041034639545
26069982,1037.2188823398676,5101.267669273083,6045.877922485752
26069984,928.9942099633505,4992.045116324453,6158.006488575366
26069992,686.43654007136,4841.290056874207,6342.723080052449
26070017,1811.0153585067721,5872.7124519566705,5981.302626973692
26070019,1877.50279042682,5913.962709067262,5998.605426488569
26070025,2148.946698346154,5967.152240251699,6317.678931033215
59840888,3660.1597853933827,1940.629220340123,9937.17620272283
